question_id,category_slug,category_name,question_text,answer_position,answer_text,is_correct,rationale
21,organisationnel,Organisationnel,"Que se passe-t-il si le quorum n'est pas atteint en Assemblée Générale ?",0,"Aucune des 3 réponses",0,
21,organisationnel,Organisationnel,"Que se passe-t-il si le quorum n'est pas atteint en Assemblée Générale ?",1,"Il faut convoqué le CA",0,
21,organisationnel,Organisationnel,"Que se passe-t-il si le quorum n'est pas atteint en Assemblée Générale ?",2,"Les décisions votées seraient aussitôt rendues nulles",1,
21,organisationnel,Organisationnel,"Que se passe-t-il si le quorum n'est pas atteint en Assemblée Générale ?",3,"La voix du président compte double",0,
22,organisationnel,Organisationnel,"A combien est limité le nombre de procurations lors d'une Assemblée Générale ?",0,"La limite est fixé à 6 voix",0,
22,organisationnel,Organisationnel,"A combien est limité le nombre de procurations lors d'une Assemblée Générale ?",1,"La limite est fixé à 2 voix",0,
22,organisationnel,Organisationnel,"A combien est limité le nombre de procurations lors d'une Assemblée Générale ?",2,"Il n'est pas obligatoire de fixer des limites.",1,
22,organisationnel,Organisationnel,"A combien est limité le nombre de procurations lors d'une Assemblée Générale ?",3,"La limite est fixé à 4 voix",0,
23,organisationnel,Organisationnel,"Qu'est-ce que l'INPI ?",0,"Institut National de la Propriété Informative",0,
23,organisationnel,Organisationnel,"Qu'est-ce que l'INPI ?",1,"Institut National de la Propriété Industrielle",1,
23,organisationnel,Organisationnel,"Qu'est-ce que l'INPI ?",2,"Institut National de la Propriété Intellectuel",0,
23,organisationnel,Organisationnel,"Qu'est-ce que l'INPI ?",3,"Aucune des 3 réponses",0,
24,organisationnel,Organisationnel,"Combien de temps une Junior doit-elle archiver ses études ?",0,"6 ans en général, 10 ans pour les documents avec signature électronique",0,
24,organisationnel,Organisationnel,"Combien de temps une Junior doit-elle archiver ses études ?",1,"5 ans en général, 10 ans pour les documents avec signature électronique",1,
24,organisationnel,Organisationnel,"Combien de temps une Junior doit-elle archiver ses études ?",2,"8 ans en général, 10 ans pour les documents avec signature électronique",0,
24,organisationnel,Organisationnel,"Combien de temps une Junior doit-elle archiver ses études ?",3,"7 ans en général, 10 ans pour les documents avec signature électronique",0,
25,organisationnel,Organisationnel,"Dans le cas d’un avenant allongeant le délai de l’étude, doit-on faire un avenant au Récapitulatif de Mission (RM) également ?",0,"Oui dans tout les cas.",0,
25,organisationnel,Organisationnel,"Dans le cas d’un avenant allongeant le délai de l’étude, doit-on faire un avenant au Récapitulatif de Mission (RM) également ?",1,"Non pas besoin",0,
25,organisationnel,Organisationnel,"Dans le cas d’un avenant allongeant le délai de l’étude, doit-on faire un avenant au Récapitulatif de Mission (RM) également ?",2,"Seulement si les étudiants continuent à travailler durant cette période",1,
26,organisationnel,Organisationnel,"Quelle est la durée minimale de garantie pour la livraison d'un produit technique, un site internet par exemple ?",0,"5 mois",0,
26,organisationnel,Organisationnel,"Quelle est la durée minimale de garantie pour la livraison d'un produit technique, un site internet par exemple ?",1,"3 mois",1,
26,organisationnel,Organisationnel,"Quelle est la durée minimale de garantie pour la livraison d'un produit technique, un site internet par exemple ?",2,"4 mois",0,
26,organisationnel,Organisationnel,"Quelle est la durée minimale de garantie pour la livraison d'un produit technique, un site internet par exemple ?",3,"6 mois",0,
27,organisationnel,Organisationnel,"Si le taux de TVA change en cours d'étude, avec quel taux la facture de solde sera-t-elle éditée ?",0,"Le taux de TVA en vigueur au moment du devis",0,
27,organisationnel,Organisationnel,"Si le taux de TVA change en cours d'étude, avec quel taux la facture de solde sera-t-elle éditée ?",1,"Le taux de TVA en vigueur à la date de signature de la CE",0,
27,organisationnel,Organisationnel,"Si le taux de TVA change en cours d'étude, avec quel taux la facture de solde sera-t-elle éditée ?",2,"Le nouveau taux de TVA, la date d'édition de la facture fait foi",1,
27,organisationnel,Organisationnel,"Si le taux de TVA change en cours d'étude, avec quel taux la facture de solde sera-t-elle éditée ?",3,"Le taux de TVA en vigueur au moment du virement",0,
28,organisationnel,Organisationnel,"Est-il possible de déduire la cotisation d'un intervenant sur l'un de ses Bulletins de Versement ?",0,"Oui c'est possible",0,
28,organisationnel,Organisationnel,"Est-il possible de déduire la cotisation d'un intervenant sur l'un de ses Bulletins de Versement ?",1,"Oui seulement si les statuts l'autorisent",0,
28,organisationnel,Organisationnel,"Est-il possible de déduire la cotisation d'un intervenant sur l'un de ses Bulletins de Versement ?",2,"Non, car un intervenant doit payer sa cotisation lors de l'adhésion",1,
28,organisationnel,Organisationnel,"Est-il possible de déduire la cotisation d'un intervenant sur l'un de ses Bulletins de Versement ?",3,"Non, sauf si la cotisation est calculé en pourcentage du BV dans les RI",0,
29,organisationnel,Organisationnel,"Comment procéder si un intervenant n'a pas de numéro de sécurité sociale français ?",0,"Il faut créer un numéro de sécurité sociale standard en utilisant le sexe, l'année, le mois de naissance de l'intervenant et compléter avec des 9 jusqu'à obtenir 13 chiffres",1,
29,organisationnel,Organisationnel,"Comment procéder si un intervenant n'a pas de numéro de sécurité sociale français ?",1,"Il faut créer un numéro de sécurité sociale standard pour les déclarations en utilisant le sexe, l'année de naissance, le mois de naissance de l'intervenant et compléter avec des 7 jusqu'à obtenir 13 chiffres",0,
29,organisationnel,Organisationnel,"Comment procéder si un intervenant n'a pas de numéro de sécurité sociale français ?",2,"Il faut créer un numéro de sécurité sociale standard pour les déclarations en utilisant le sexe, l'année de naissance, le mois de naissance de l'intervenant et compléter avec des 6 jusqu'à obtenir 13 chiffres",0,
29,organisationnel,Organisationnel,"Comment procéder si un intervenant n'a pas de numéro de sécurité sociale français ?",3,"Il faut créer un numéro de sécurité sociale standard pour les déclarations en utilisant le sexe, l'année de naissance, le mois de naissance de l'intervenant et compléter avec des 1 jusqu'à obtenir 13 chiffres",0,
30,organisationnel,Organisationnel,"Que faut-il avoir comme enseignement pour réaliser une étude documentaire ?",0,"Il n'y a pas d'enseignements précis à avoir.",1,
30,organisationnel,Organisationnel,"Que faut-il avoir comme enseignement pour réaliser une étude documentaire ?",1,"Aucun car une étude documentaire n'a pas de plus value pédagogique.",0,
30,organisationnel,Organisationnel,"Que faut-il avoir comme enseignement pour réaliser une étude documentaire ?",2,"Etude de marché",0,
30,organisationnel,Organisationnel,"Que faut-il avoir comme enseignement pour réaliser une étude documentaire ?",3,"Analyse de données",0,
31,organisationnel,Organisationnel,"Quand doit -on déclarer un changement de logo à la Préfecture ?",0,"Un changement de logo doit être déclaré au bout de 12 mois en Préfecture",0,
31,organisationnel,Organisationnel,"Quand doit -on déclarer un changement de logo à la Préfecture ?",1,"Un changement de logo n'a pas besoin d'être déclaré en Préfecture",1,
31,organisationnel,Organisationnel,"Quand doit -on déclarer un changement de logo à la Préfecture ?",2,"Un changement de logo doit être déclaré au bout de 3 mois en Préfecture",0,
31,organisationnel,Organisationnel,"Quand doit -on déclarer un changement de logo à la Préfecture ?",3,"Un changement de logo doit être déclaré au bout de 6 mois en Préfecture",0,
32,organisationnel,Organisationnel,"Peut-on faire un avenant à un bon de commande ?",0,"Aucune de ces 3 réponses",0,
32,organisationnel,Organisationnel,"Peut-on faire un avenant à un bon de commande ?",1,"Les avenants au bon de commande n'existent pas, il faut faire un bon de commande rectificatif.",1,
32,organisationnel,Organisationnel,"Peut-on faire un avenant à un bon de commande ?",2,"Non il faut faire un avenant à la Convention Cadre.",0,
32,organisationnel,Organisationnel,"Peut-on faire un avenant à un bon de commande ?",3,"Oui mais seulement en version papier.",0,
33,organisationnel,Organisationnel,"Quelle est la durée de garantie pour une étude ?",0,"6 mois pour un livrable technique, 15 jours pour un livrable écrit",0,
33,organisationnel,Organisationnel,"Quelle est la durée de garantie pour une étude ?",1,"5 mois pour un livrable technique, 15 jours pour un livrable écrit",0,
33,organisationnel,Organisationnel,"Quelle est la durée de garantie pour une étude ?",2,"4 mois pour un livrable technique, 15 jours pour un livrable écrit",0,
33,organisationnel,Organisationnel,"Quelle est la durée de garantie pour une étude ?",3,"3 mois pour un livrable technique, 15 jours pour un livrable écrit",1,
34,organisationnel,Organisationnel,"Une Junior peut-elle se faire prêter une licence ?",0,"Non, s'il s'agit d'une licence commerciale.",0,
34,organisationnel,Organisationnel,"Une Junior peut-elle se faire prêter une licence ?",1,"Oui, s'il s'agit d'une licence non commerciale, une Junior peut se faire prêter une licence en signant un document de prêt précisant le nom du logiciel, numéro de licence, le motif du prêt.",0,
34,organisationnel,Organisationnel,"Une Junior peut-elle se faire prêter une licence ?",2,"Oui, s'il s'agit d'une licence commerciale dont l'éditeur autorise le prêt, une Junior peut se faire prêter une licence en signant un document de prêt précisant le nom du logiciel, numéro de licence, le motif du prêt et les dates du prêt.",1,
34,organisationnel,Organisationnel,"Une Junior peut-elle se faire prêter une licence ?",3,"Oui, s'il s'agit d'une licence commerciale dont l'éditeur autorise le prêt, une Junior peut se faire prêter une licence en signant un document de prêt précisant le nom du logiciel, numéro de licence, le motif du prêt.",0,
35,organisationnel,Organisationnel,"Est-il possible de constituer un bureau de plus de 8 personnes en Junior ?",0,"C'est impossible il faut 4 membres au maximum.",0,
35,organisationnel,Organisationnel,"Est-il possible de constituer un bureau de plus de 8 personnes en Junior ?",1,"Oui, attention simplement au niveau de l'organisation",1,
35,organisationnel,Organisationnel,"Est-il possible de constituer un bureau de plus de 8 personnes en Junior ?",2,"Non, le bureau doit seulement être composé par le Président, SG, Trésorier",0,
35,organisationnel,Organisationnel,"Est-il possible de constituer un bureau de plus de 8 personnes en Junior ?",3,"C'est impossible il faut un nombre impair de membres au bureau",0,
36,organisationnel,Organisationnel,"Lorsqu'une Junior accueille un stagiaire, qui doit signer la Convention de stage ?",0,"Le stagiaire et l'Etablissement.",0,
36,organisationnel,Organisationnel,"Lorsqu'une Junior accueille un stagiaire, qui doit signer la Convention de stage ?",1,"Le stagiaire et la Junior.",0,
36,organisationnel,Organisationnel,"Lorsqu'une Junior accueille un stagiaire, qui doit signer la Convention de stage ?",2,"Le stagiaire, la Junior et la CNJE.",0,
36,organisationnel,Organisationnel,"Lorsqu'une Junior accueille un stagiaire, qui doit signer la Convention de stage ?",3,"Le stagiaire, la Junior et l'Etablissement.",1,
37,organisationnel,Organisationnel,"Un stagiaire à la Junior peut-il travailler sur les études avec un Récapitulatif de Mission ?",0,"Oui seulement si c'est un administrateur de la Junior.",0,
37,organisationnel,Organisationnel,"Un stagiaire à la Junior peut-il travailler sur les études avec un Récapitulatif de Mission ?",1,"Oui seulement si c'est un membre externe à la Junior-Entreprise.",0,
37,organisationnel,Organisationnel,"Un stagiaire à la Junior peut-il travailler sur les études avec un Récapitulatif de Mission ?",2,"Oui, à condition que cela ne constitue pas sa mission principale",1,
37,organisationnel,Organisationnel,"Un stagiaire à la Junior peut-il travailler sur les études avec un Récapitulatif de Mission ?",3,"Non, c'est interdit.",0,
38,organisationnel,Organisationnel,"Une Junior peut-elle réaliser une étude pour un hôpital public ?",0,"Oui, du moment que l'étude ne concerne pas un domaine réglementé",1,
38,organisationnel,Organisationnel,"Une Junior peut-elle réaliser une étude pour un hôpital public ?",1,"Seulement si c'est une Junior pharmaceutique",0,
38,organisationnel,Organisationnel,"Une Junior peut-elle réaliser une étude pour un hôpital public ?",2,"Aucune des 3 réponses",0,
38,organisationnel,Organisationnel,"Une Junior peut-elle réaliser une étude pour un hôpital public ?",3,"Une Junior ne peut pas faire d'étude pour un Client du domaine médical",0,
39,organisationnel,Organisationnel,"Quelle proposition n'est pas une obligation d'une association (hors Alsace-Moselle) vis-à-vis de la Préfecture ?",0,"Déclarer les intervenants non membres de l'EEE",0,
39,organisationnel,Organisationnel,"Quelle proposition n'est pas une obligation d'une association (hors Alsace-Moselle) vis-à-vis de la Préfecture ?",1,"Déclarer dans les 3 mois tout changement dans les Statuts.",0,
39,organisationnel,Organisationnel,"Quelle proposition n'est pas une obligation d'une association (hors Alsace-Moselle) vis-à-vis de la Préfecture ?",2,"Tenir à jour le Dossier de Suivi",0,
39,organisationnel,Organisationnel,"Quelle proposition n'est pas une obligation d'une association (hors Alsace-Moselle) vis-à-vis de la Préfecture ?",3,"Déclarer dans les 3 mois tout changement dans les RI.",1,
40,organisationnel,Organisationnel,"Dans quels documents l'objet social de la Junior est-il défini ?",0,"Ils sont définis dans la charte de déontologie",0,
40,organisationnel,Organisationnel,"Dans quels documents l'objet social de la Junior est-il défini ?",1,"Ils sont définis dans les Statuts, à l'article : ""Objet et moyens""",1,
40,organisationnel,Organisationnel,"Dans quels documents l'objet social de la Junior est-il défini ?",2,"Ils sont définis dans les Bulletins d'Adhésion",0,
40,organisationnel,Organisationnel,"Dans quels documents l'objet social de la Junior est-il défini ?",3,"Ils sont définis dans les RI , à l'article : ""Objet et moyens""",0,
41,organisationnel,Organisationnel,"Quel numéro d'immatriculation légal n'est pas obligatoire pour une Junior ?",0,"Un numéro de TVA intracommunautaire (délivré par les impôts)",0,
41,organisationnel,Organisationnel,"Quel numéro d'immatriculation légal n'est pas obligatoire pour une Junior ?",1,"Un numéro SIRET et un code APE (délivrés par l'INSEE)",0,
41,organisationnel,Organisationnel,"Quel numéro d'immatriculation légal n'est pas obligatoire pour une Junior ?",2,"Un numéro URSSAF (délivré par les URSSAF)",0,
41,organisationnel,Organisationnel,"Quel numéro d'immatriculation légal n'est pas obligatoire pour une Junior ?",3,"Un numéro de commerce (chambre de commerce)",1,
42,organisationnel,Organisationnel,"Doit-on conserver toutes les versions des statuts et du règlement intérieur ?",0,"Oui et par ordre chronologique.",1,
42,organisationnel,Organisationnel,"Doit-on conserver toutes les versions des statuts et du règlement intérieur ?",1,"Oui sauf les statuts avant 1988.",0,
42,organisationnel,Organisationnel,"Doit-on conserver toutes les versions des statuts et du règlement intérieur ?",2,"Oui sauf les statuts avant 2000.",0,
42,organisationnel,Organisationnel,"Doit-on conserver toutes les versions des statuts et du règlement intérieur ?",3,Non,0,
43,organisationnel,Organisationnel,"Que trouve-t-on dans le classeur d'association ?",0,"PV d'AG, anciennes déclarations CNIL et autres documents",0,
43,organisationnel,Organisationnel,"Que trouve-t-on dans le classeur d'association ?",1,"CRCA, PV d'AG, anciennes déclarations CNIL et autres documents",0,
43,organisationnel,Organisationnel,"Que trouve-t-on dans le classeur d'association ?",2,"CRCA, PV d'AG, anciennes déclarations CNIL, licences...",1,
43,organisationnel,Organisationnel,"Que trouve-t-on dans le classeur d'association ?",3,"CRCA, PV d'AG,demandes RGPD, licences...",0,
44,organisationnel,Organisationnel,"Un PVRI permet-il de rémunérer les intervenants ?",0,"Oui, à condition qu'une FI ait été émise et payé par le client",1,
44,organisationnel,Organisationnel,"Un PVRI permet-il de rémunérer les intervenants ?",1,"Non, il faut attendre le PVRF",0,
44,organisationnel,Organisationnel,"Un PVRI permet-il de rémunérer les intervenants ?",2,"Oui, dans tout les cas",0,
45,organisationnel,Organisationnel,"Les Juniors en Alsace-Moselle doivent-elles déclarer les changements de statuts en préfecture ?",0,"Non, il faut qu'elles les déclarent au Tribunal Administratif.",0,
45,organisationnel,Organisationnel,"Les Juniors en Alsace-Moselle doivent-elles déclarer les changements de statuts en préfecture ?",1,"Non, il faut qu'elles les déclarent au Tribunal Judiciaire.",1,
45,organisationnel,Organisationnel,"Les Juniors en Alsace-Moselle doivent-elles déclarer les changements de statuts en préfecture ?",2,"Non, il faut qu'elles les déclarent au CA de la CNJE.",0,
45,organisationnel,Organisationnel,"Les Juniors en Alsace-Moselle doivent-elles déclarer les changements de statuts en préfecture ?",3,Oui,0,
46,organisationnel,Organisationnel,"Est-il possible de rémunérer un étudiant en utilisant l'acompte versé par le client ?",0,"Non, car l'acompte facture un pourcentage et pas des JEH",1,
46,organisationnel,Organisationnel,"Est-il possible de rémunérer un étudiant en utilisant l'acompte versé par le client ?",1,Oui,0,
46,organisationnel,Organisationnel,"Est-il possible de rémunérer un étudiant en utilisant l'acompte versé par le client ?",2,"Non, car l'intervenant risquerait de ne jamais finir sa mission",0,
47,organisationnel,Organisationnel,"Une Junior peut-elle réaliser une étude pour elle-même ?",0,"Oui mais le président ne peut ni être chef de projet ou intervenant",0,
47,organisationnel,Organisationnel,"Une Junior peut-elle réaliser une étude pour elle-même ?",1,"Oui mais seulement si l'intervenant est un administrateur de la Junior.",0,
47,organisationnel,Organisationnel,"Une Junior peut-elle réaliser une étude pour elle-même ?",2,"Non cela pourrait engendrer des dérives dangereuses pour le Mouvement",1,
47,organisationnel,Organisationnel,"Une Junior peut-elle réaliser une étude pour elle-même ?",3,"Aucune des 3 réponses",0,
48,organisationnel,Organisationnel,"Qu'est-ce que l'exercice social d'une Junior ?",0,"Aucune des 3 réponses",0,
48,organisationnel,Organisationnel,"Qu'est-ce que l'exercice social d'une Junior ?",1,"Il s'agit de la période sur laquelle s'inscrit un mandat.",1,
48,organisationnel,Organisationnel,"Qu'est-ce que l'exercice social d'une Junior ?",2,"Il doit s'étendre du 1er janvier au 31 décembre de l'année",0,
48,organisationnel,Organisationnel,"Qu'est-ce que l'exercice social d'une Junior ?",3,"L'exercice social se base sur la cloture comptable.",0,
